seed,dataset,model,fold,prauc,rocauc,brier,is_best
1,satellite,iforest,mean,0.7679703055578335,0.7921934659219346,0.13828881559981,False
1,satellite,loda,mean,0.7188511309139402,0.6994716594947166,0.1617351035756285,False
1,satellite,inne,mean,0.7882532888488512,0.8341705814417057,0.1623308739058516,False
1,satellite,hbos,mean,0.8153916338771428,0.8628864735788646,0.1340337752395484,True
1,satellite,copod,mean,0.6897934609999034,0.7006962545569626,0.1783282924461681,False
1,satellite,ecod,mean,0.6569801313671774,0.6558999667089996,0.1870589395072357,False
2,satellite,iforest,mean,0.7836686039681563,0.8161432376114324,0.1347943502879017,False
2,satellite,loda,mean,0.7193547910682653,0.6966391707663917,0.163082910247756,False
2,satellite,inne,mean,0.7894998251267535,0.8390353007903532,0.165376158120194,False
2,satellite,hbos,mean,0.8186116528795775,0.8688052640880526,0.1324558915448933,True
2,satellite,copod,mean,0.6882914114081133,0.6931260865812608,0.1792940972120631,False
2,satellite,ecod,mean,0.6570900812767703,0.6561034733610347,0.1866803415843234,False
3,satellite,iforest,mean,0.7498592193746811,0.7787746856877469,0.1464222308716596,False
3,satellite,loda,mean,0.699476683306237,0.6825151556251516,0.1715300949253673,False
3,satellite,inne,mean,0.7784098683145515,0.8322283700972836,0.168223701963173,False
3,satellite,hbos,mean,0.807347156511401,0.8619626688696268,0.1386835786109802,True
3,satellite,copod,mean,0.6577358038743245,0.6867418591174186,0.1890109006592518,False
3,satellite,ecod,mean,0.6237086228663209,0.6319588671195888,0.1980858308092294,False
4,satellite,iforest,mean,0.7738735247956783,0.8056019506060194,0.1375604782821094,False
4,satellite,loda,mean,0.726288480454109,0.718128490931285,0.163805537492301,False
4,satellite,inne,mean,0.7841825239092007,0.8320390326703905,0.1671758593658593,False
4,satellite,hbos,mean,0.8054189757130729,0.8562022161120222,0.1369418244069081,True
4,satellite,copod,mean,0.6762461002116517,0.7101828333518283,0.1795964200148412,False
4,satellite,ecod,mean,0.6385942218759884,0.659470899144709,0.1909074361129341,False
5,satellite,iforest,mean,0.7584193953085797,0.8029757838797579,0.1431514196029433,False
5,satellite,loda,mean,0.7056550925712591,0.6809989560599896,0.1698461146747611,False
5,satellite,inne,mean,0.7809028032226093,0.8325293351252933,0.1690600542936162,False
